,Gender,IsLocal,IsPartnerEmployee,IsFriendPromo,HasPhone,ContractType,IsVisitingGroup,MemberAge,AvgOverdueCosts,NumMonthsContractEnd,Tenure,OvrClassFreq,AvgClassFreqCurrentMonth,IsChurned,AgeGroup,TenureGroup
3063,Male,No,Yes,Yes,Yes,Semi-Annually,No,29.0,174.3838597533118,6,11,3.448108192918532,3.3921254298717542,No,29-32,8-15
3064,Male,Yes,No,No,Yes,Monthly,Yes,28.0,181.5174007598576,1,4,4.6112171076034345,4.531758262221424,No,25-28,0-7
3065,Female,Yes,Yes,Yes,Yes,Monthly,Yes,32.0,21.162212944293515,1,2,2.3059104129628007,2.3937657569506685,No,29-32,0-7
3066,Male,Yes,Yes,Yes,No,Semi-Annually,No,29.0,36.66202082032622,6,3,2.44580696392114,2.4339054515016967,No,29-32,0-7
3067,Female,Yes,No,No,Yes,Monthly,No,28.0,273.354891564687,1,3,1.0670657595052655,0.6739241671364238,Yes,25-28,0-7
3068,Male,Yes,Yes,Yes,Yes,Annually,No,31.0,182.2049023463532,12,2,1.0832609212612068,1.3079204934159698,No,29-32,0-7
3069,Male,Yes,Yes,Yes,No,Annually,No,27.0,3.520302781065176,11,7,2.4534152757294314,2.38017681359078,No,25-28,0-7
3070,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,35.0,77.62421208652017,6,1,3.048558500178389,3.1528474222575547,No,33-37,0-7
3071,Female,Yes,No,No,Yes,Monthly,Yes,33.0,222.1319914903352,1,2,3.794330646884864,3.734832995924741,No,33-37,0-7
3072,Female,Yes,Yes,Yes,Yes,Annually,No,24.0,89.5958730783227,12,4,0.7459558016659444,0.7945356663509349,No,21-24,0-7
3073,Male,No,No,No,Yes,Monthly,No,31.0,113.58614408602143,1,0,1.03826762600034,0.7997747565570568,Yes,29-32,0-7
3074,Female,Yes,Yes,No,Yes,Annually,Yes,28.0,205.06994601138769,8,4,0.43321160071029,0.3881188372041103,No,25-28,0-7
3075,Female,Yes,Yes,Yes,Yes,Monthly,No,28.0,211.26641555297545,1,4,1.6093200125702198,1.7994518898806444,No,25-28,0-7
3076,Male,Yes,No,No,Yes,Annually,Yes,29.0,128.22334310102252,11,4,4.214829182094901,4.1291822055756455,No,29-32,0-7
3077,Female,No,No,No,Yes,Annually,Yes,37.0,23.840704416354484,11,10,2.53711470168197,2.4385498857206667,No,33-37,8-15
3078,Female,Yes,No,No,Yes,Monthly,Yes,28.0,22.166231877426867,1,1,2.808648618396582,2.8586028809329456,No,25-28,0-7
3079,Male,Yes,No,No,No,Monthly,No,31.0,298.4186539392812,1,3,2.5812990091178007,2.441502512992124,No,29-32,0-7
3080,Male,Yes,Yes,Yes,Yes,Annually,Yes,26.0,56.94788281980632,11,7,2.5191723964421286,2.743306595845327,No,25-28,0-7
3081,Female,No,Yes,No,Yes,Monthly,No,21.0,187.73540086270768,1,0,0.6769335226959159,0.4250572122463775,Yes,,0-7
3082,Male,Yes,No,No,Yes,Monthly,No,28.0,297.399090279333,1,3,2.29437986858155,2.3021136009765955,No,25-28,0-7
3083,Female,Yes,No,No,Yes,Monthly,No,22.0,63.21932575138136,1,3,0.6263692614152713,0.0,Yes,21-24,0-7
3084,Male,No,Yes,No,Yes,Semi-Annually,No,32.0,87.07834164829247,6,8,3.942865677711897,3.821841276135775,No,29-32,8-15
3085,Male,Yes,Yes,Yes,Yes,Monthly,No,24.0,106.70194493786944,1,1,0.9469969784090512,0.1104691438981916,Yes,21-24,0-7
3086,Female,Yes,No,No,Yes,Annually,Yes,23.0,183.97524473445085,12,7,0.6940414958852863,0.8702807068800078,No,21-24,0-7
3087,Female,Yes,Yes,No,Yes,Semi-Annually,No,29.0,270.9020689116469,6,8,4.06408421580188,4.0274488624393445,No,29-32,8-15
3088,Male,Yes,Yes,No,Yes,Annually,No,27.0,337.58808581146087,12,3,3.917562527940764,3.860355976140087,No,25-28,0-7
3089,Female,Yes,Yes,No,Yes,Monthly,No,28.0,72.72120644384663,1,6,3.076859209839192,3.052676908076664,No,25-28,0-7
3090,Female,No,No,No,Yes,Monthly,No,28.0,141.2200859346874,1,0,1.6544104899203067,1.3958267498699617,Yes,25-28,0-7
3091,Female,No,No,No,Yes,Monthly,No,24.0,51.25209019504592,1,2,1.4960600117612737,0.7112467078543989,Yes,21-24,0-7
3092,Male,Yes,Yes,No,Yes,Annually,Yes,33.0,26.23323994795761,9,3,4.1974529402168255,4.411932027301369,No,33-37,0-7
3093,Male,Yes,No,No,Yes,Monthly,No,32.0,143.08480517811242,1,1,3.320476569719035,3.3081016127255203,No,29-32,0-7
3094,Male,Yes,No,No,Yes,Monthly,No,21.0,258.05757766327525,1,0,1.3670803623864016,1.200516395870169,Yes,,0-7
3095,Female,No,No,No,No,Annually,Yes,28.0,334.4485301610483,12,6,0.9786381496553472,0.9815165191941008,No,25-28,0-7
3096,Female,Yes,No,No,Yes,Monthly,No,31.0,133.2095788837479,1,3,0.0,0.0,Yes,29-32,0-7
3097,Female,No,Yes,No,Yes,Monthly,Yes,34.0,304.79502874757463,1,3,2.7490033061541057,2.7656484451269816,No,33-37,0-7
3098,Male,Yes,No,No,Yes,Monthly,Yes,23.0,164.1463859895106,1,0,1.3935991558611398,0.7846505167002737,Yes,21-24,0-7
3099,Female,Yes,Yes,Yes,Yes,Monthly,Yes,33.0,165.8791623233464,1,5,1.1660276281568869,1.1709388734929371,No,33-37,0-7
3100,Male,Yes,Yes,Yes,Yes,Monthly,No,26.0,237.1777479544465,1,1,0.1207135123383675,0.0,Yes,25-28,0-7
3101,Male,No,Yes,No,Yes,Semi-Annually,No,29.0,209.8051088998516,6,8,4.681556930443291,5.024720933352363,No,29-32,8-15
3102,Male,Yes,No,No,Yes,Monthly,Yes,29.0,270.4350936701486,1,5,2.2745042361946948,2.2091626688997463,No,29-32,0-7
3103,Male,Yes,Yes,No,Yes,Monthly,No,28.0,15.664603547391536,1,1,1.2411900266820872,0.3437079687587969,Yes,25-28,0-7
3104,Male,Yes,No,No,Yes,Semi-Annually,Yes,23.0,114.31646043553545,4,2,2.1887994657092604,2.1333377203870487,No,21-24,0-7
3105,Female,Yes,No,No,Yes,Monthly,Yes,35.0,298.19883729584814,1,9,1.6760780502037798,1.739380571784153,No,33-37,8-15
3106,Male,Yes,No,No,Yes,Monthly,Yes,28.0,185.0321307883902,1,0,3.030928430234243,1.3785186811915755,Yes,25-28,0-7
3107,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,33.0,300.78620691934844,6,10,0.5293070565804079,0.6972114735519419,No,33-37,8-15
3108,Male,Yes,No,No,Yes,Monthly,No,23.0,202.25881226356023,1,0,1.4679653944802329,1.2098590420926685,Yes,21-24,0-7
3109,Female,Yes,No,No,Yes,Annually,No,32.0,212.38102366570573,11,1,3.905591239469163,3.955652489583868,No,29-32,0-7
3110,Male,Yes,No,No,Yes,Monthly,No,29.0,101.9893548456263,1,9,1.5827747286246705,1.6322397184862998,No,29-32,8-15
3111,Male,Yes,No,No,No,Monthly,Yes,30.0,201.4511377530918,1,4,4.1832816081322886,4.160929970890051,No,29-32,0-7
3112,Female,No,No,No,Yes,Monthly,No,25.0,124.02767683973974,1,2,0.8885601036901057,0.8634375000955845,Yes,25-28,0-7
3113,Female,Yes,Yes,Yes,Yes,Annually,Yes,29.0,267.6488899712516,12,10,2.3572937550286137,2.3872771676614626,No,29-32,8-15
3114,Male,Yes,No,No,Yes,Annually,Yes,27.0,68.80976188437782,5,5,3.735156466994324,3.7214447654985423,No,25-28,0-7
3115,Female,Yes,Yes,Yes,Yes,Annually,No,29.0,10.071896219120957,12,6,1.9429455212131064,2.0301926045336787,No,29-32,0-7
3116,Male,No,No,No,Yes,Monthly,No,28.0,147.90686107582158,1,1,1.6399750217650992,0.9710201634830952,Yes,25-28,0-7
3117,Male,Yes,No,Yes,Yes,Semi-Annually,Yes,30.0,140.5278325658633,6,6,2.341299549062497,2.242707159516061,No,29-32,0-7
3118,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,32.0,190.1434900025581,6,1,1.937417871594744,1.782190711691944,No,29-32,0-7
3119,Male,No,Yes,No,Yes,Semi-Annually,No,30.0,168.47356814199424,6,1,0.2494684778476932,0.3616455376999138,No,29-32,0-7
3120,Female,No,Yes,No,Yes,Monthly,Yes,23.0,286.2619089801683,1,1,1.846948207996394,1.6722353681133648,Yes,21-24,0-7
3121,Female,No,Yes,No,Yes,Annually,No,31.0,185.92254569312504,12,1,1.5402761802553482,1.5837430692213113,No,29-32,0-7
3122,Male,Yes,No,No,Yes,Annually,No,33.0,205.2390266739363,12,1,3.3421823472303096,3.266822216515134,No,33-37,0-7
3123,Male,Yes,No,No,Yes,Monthly,No,31.0,128.91794496752766,1,10,1.2452836677972592,1.4004299708863042,No,29-32,8-15
3124,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,28.0,168.1653575817181,6,4,2.21553982281005,2.1060491928938707,No,25-28,0-7
3125,Male,Yes,Yes,No,Yes,Annually,Yes,30.0,238.3626062455386,12,1,2.6050380789808902,2.625267914805991,No,29-32,0-7
3126,Female,Yes,No,No,No,Semi-Annually,Yes,29.0,54.00444376263541,6,4,2.0488005702020247,2.069028956214664,No,29-32,0-7
3127,Female,Yes,No,No,Yes,Monthly,Yes,24.0,14.70776355941858,1,2,0.9709439113945356,1.0160618249461206,Yes,21-24,0-7
3128,Male,Yes,No,No,Yes,Monthly,No,24.0,114.67628726390149,1,2,2.5773590383674505,2.4916078003158884,No,21-24,0-7
3129,Female,Yes,No,No,Yes,Monthly,Yes,27.0,34.54852970227054,1,1,1.8486259260085365,2.334089270363126,Yes,25-28,0-7
3130,Male,Yes,No,Yes,Yes,Annually,No,29.0,0.2516057215197094,12,7,1.3041489297360576,1.2260577350828206,No,29-32,0-7
3131,Male,No,Yes,No,Yes,Semi-Annually,No,32.0,50.70322709879865,6,2,2.172535199821279,2.0811092205447967,No,29-32,0-7
3132,Female,Yes,No,No,Yes,Monthly,Yes,34.0,113.50853406945402,1,1,3.3791745537350004,3.2864551063194383,No,33-37,0-7
3133,Male,Yes,No,No,Yes,Monthly,No,22.0,8.986968460309654,1,2,1.264489887514212,0.3034955548234187,Yes,21-24,0-7
3134,Female,No,Yes,No,Yes,Annually,Yes,31.0,88.95602605095844,12,3,3.409635455051572,3.355526130940332,No,29-32,0-7
3135,Male,Yes,No,No,Yes,Semi-Annually,No,34.0,180.9639804439948,6,2,1.6237682350994829,1.7240637953471758,No,33-37,0-7
3136,Female,Yes,Yes,No,Yes,Annually,Yes,29.0,29.08594763238379,12,6,2.6106602157332133,2.692600842830851,No,29-32,0-7
3137,Female,Yes,No,No,Yes,Monthly,Yes,25.0,136.3851303811885,1,2,2.129486222321632,1.6276333021436291,Yes,25-28,0-7
3138,Female,No,Yes,No,Yes,Monthly,No,24.0,33.95706944251225,1,0,2.186045323149556,1.6227287369455516,Yes,21-24,0-7
3139,Female,Yes,Yes,No,Yes,Semi-Annually,No,28.0,141.35829747011712,3,1,1.4353589273493368,1.2085476271173046,No,25-28,0-7
3140,Female,Yes,No,No,Yes,Monthly,No,27.0,183.18661573480875,1,0,1.1450885600182206,0.1459716440989145,Yes,25-28,0-7
3141,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,24.0,18.20439970774214,5,0,0.0,0.0,Yes,21-24,0-7
3142,Female,No,Yes,No,Yes,Annually,No,21.0,12.668363278842364,12,1,1.8226031153569429,2.0467844084807574,Yes,,0-7
3143,Female,Yes,No,No,Yes,Annually,Yes,30.0,125.7781189271654,8,8,4.065696139396842,4.124446543856648,No,29-32,8-15
3144,Male,Yes,No,No,Yes,Semi-Annually,No,33.0,107.47692285698145,6,1,2.6254948016477404,2.7113235560322986,No,33-37,0-7
3145,Male,Yes,No,No,Yes,Monthly,No,34.0,296.5848256970058,1,2,2.5702237964945582,2.6796305748491003,No,33-37,0-7
3146,Female,Yes,Yes,No,Yes,Semi-Annually,Yes,28.0,135.92394807638442,6,4,1.1560132749584389,1.1337600345380738,No,25-28,0-7
3147,Male,Yes,Yes,Yes,Yes,Annually,Yes,26.0,81.02467690501004,12,1,0.3515172388753547,0.0,Yes,25-28,0-7
3148,Female,Yes,No,No,Yes,Semi-Annually,No,26.0,276.9727239403987,6,2,1.3023459634866936,1.3543365765481112,No,25-28,0-7
3149,Male,Yes,Yes,No,No,Annually,No,36.0,121.40472330921487,12,3,2.156024554868964,2.200048430980333,No,33-37,0-7
3150,Male,Yes,No,No,Yes,Monthly,No,26.0,13.818039425637489,1,4,2.6173725901139058,2.609531405387138,No,25-28,0-7
3151,Male,Yes,Yes,Yes,Yes,Annually,Yes,31.0,259.52812173263027,10,1,3.6034326513223975,3.84691542793278,No,29-32,0-7
3152,Female,Yes,Yes,No,Yes,Monthly,No,28.0,17.900822157981374,1,3,0.8535080115328393,0.8162671952117867,No,25-28,0-7
3153,Female,Yes,No,No,Yes,Annually,No,32.0,182.6722908335252,12,2,3.329786791601202,3.2184141214522737,No,29-32,0-7
3154,Male,Yes,No,No,Yes,Monthly,No,29.0,47.2771036272527,1,4,2.0115817544542534,1.998764651157465,No,29-32,0-7
3155,Male,No,No,No,Yes,Monthly,No,27.0,169.4381176716474,1,2,0.4848650493285653,0.2193944717218964,Yes,25-28,0-7
3156,Female,No,No,No,Yes,Semi-Annually,Yes,34.0,36.45223616227229,6,0,2.499141655403609,2.511934881139163,No,33-37,0-7
3157,Female,Yes,Yes,No,Yes,Semi-Annually,Yes,33.0,40.37335229335008,6,8,1.460942166269109,1.3737401997506398,No,33-37,8-15
3158,Male,Yes,No,No,Yes,Annually,Yes,31.0,165.97620034542945,12,14,3.630721114113904,3.706808205559376,No,29-32,8-15
3159,Female,Yes,No,No,Yes,Monthly,No,30.0,74.34431129853206,1,4,1.255768996315928,0.3928425088367262,Yes,29-32,0-7
3160,Male,Yes,No,No,Yes,Monthly,Yes,37.0,11.378760075966325,1,4,3.4440015046160184,3.3994105266453416,No,33-37,0-7
3161,Male,Yes,Yes,Yes,Yes,Monthly,No,35.0,282.39843646056687,1,3,2.276138868636856,2.2097276678951694,No,33-37,0-7
3162,Female,Yes,Yes,No,Yes,Monthly,Yes,31.0,160.61505908560832,1,2,3.435170555370037,3.3176872934923747,No,29-32,0-7
3163,Male,Yes,Yes,No,Yes,Monthly,No,28.0,269.9964578377976,1,1,1.1408086941189457,0.3919918740774016,Yes,25-28,0-7
3164,Female,Yes,Yes,Yes,No,Annually,Yes,34.0,68.27358904357806,12,3,2.8859360034305674,2.9173792788783124,No,33-37,0-7
3165,Male,Yes,No,No,No,Monthly,Yes,29.0,25.030533597565352,1,2,3.002852688755725,2.5251593248291786,Yes,29-32,0-7
3166,Female,Yes,No,No,Yes,Semi-Annually,Yes,26.0,286.759012206373,4,5,0.5454678532193036,0.6084150946337078,No,25-28,0-7
3167,Male,No,Yes,No,Yes,Semi-Annually,No,30.0,297.1898155902279,5,4,1.778190214401583,1.7748998879529598,No,29-32,0-7
3168,Male,Yes,Yes,No,Yes,Annually,Yes,28.0,335.11655099091126,11,3,2.320505375080529,2.4631894728913286,No,25-28,0-7
3169,Male,Yes,No,No,No,Monthly,No,28.0,107.85798354841472,1,10,1.3462173891357712,1.3132338234726102,No,25-28,8-15
3170,Female,Yes,No,No,Yes,Monthly,Yes,26.0,172.2210791668222,1,8,0.0,0.0128250159706654,No,25-28,8-15
3171,Male,Yes,Yes,No,Yes,Monthly,No,34.0,8.698360222169057,1,1,1.7771020154364574,1.6718439555730482,No,33-37,0-7
3172,Male,No,Yes,Yes,Yes,Monthly,No,30.0,291.72271633686483,1,1,1.7750563850994858,2.066395315525369,Yes,29-32,0-7
3173,Female,Yes,No,No,Yes,Annually,Yes,24.0,44.03701821599165,11,5,3.4286725288375903,3.4697106635427546,No,21-24,0-7
3174,Male,Yes,No,No,Yes,Monthly,No,31.0,69.47306472683435,1,1,0.5674667060743143,0.0,Yes,29-32,0-7
3175,Male,Yes,Yes,Yes,Yes,Annually,No,29.0,167.5114834764292,11,9,1.7666883339583568,1.7898822321053554,No,29-32,8-15
3176,Male,Yes,Yes,No,Yes,Annually,No,29.0,242.37439212044157,10,17,1.7832842733038636,2.0007454680233474,No,29-32,16-23
3177,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,21.0,134.68930940013954,6,1,1.9821387109158253,2.72003469892956,Yes,,0-7
3178,Female,Yes,No,Yes,Yes,Monthly,No,31.0,195.2690628447768,1,5,1.7403048091716382,1.834633042760124,No,29-32,0-7
3179,Female,Yes,No,No,Yes,Monthly,Yes,28.0,188.10770206662025,1,1,1.2859396372840657,0.6055698160883477,Yes,25-28,0-7
3180,Female,Yes,Yes,No,Yes,Semi-Annually,No,31.0,246.42337210346105,6,3,2.124553281906617,2.0966082840459257,No,29-32,0-7
3181,Male,Yes,No,No,Yes,Monthly,No,31.0,256.05854198409713,1,0,3.3635034879946684,3.282305419172081,No,29-32,0-7
3182,Female,Yes,No,No,Yes,Monthly,Yes,31.0,57.73976157375759,1,1,0.9526132981972594,1.305268599482742,Yes,29-32,0-7
3183,Male,Yes,No,Yes,Yes,Monthly,Yes,30.0,66.3113215725881,1,1,2.5031443865374103,2.426164178576767,No,29-32,0-7
3184,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,35.0,77.83612466614166,6,2,3.0419484451691337,3.1962754254304206,No,33-37,0-7
3185,Female,Yes,No,No,Yes,Monthly,No,25.0,125.38205632830216,1,0,1.2262020012853865,0.1267186623781677,Yes,25-28,0-7
3186,Male,Yes,No,No,Yes,Monthly,No,25.0,108.82961742873856,1,0,0.3574285446053513,0.0105157083168308,Yes,25-28,0-7
3187,Female,Yes,No,No,Yes,Monthly,No,32.0,143.670704592324,1,5,2.623186665009201,2.67276060154316,No,29-32,0-7
3188,Female,Yes,No,No,Yes,Semi-Annually,Yes,30.0,201.62261459747648,6,11,0.8620829618188512,0.7676862757622225,No,29-32,8-15
3189,Male,Yes,No,Yes,Yes,Monthly,No,27.0,246.69367492221429,1,1,2.7619983585702976,2.7857307350955485,No,25-28,0-7
3190,Male,Yes,No,No,Yes,Monthly,Yes,30.0,40.61909553530333,1,2,3.6581749937017625,3.757525032812716,No,29-32,0-7
3191,Male,No,Yes,No,Yes,Monthly,No,25.0,44.18723785316519,1,4,3.000335960920413,3.059641515682655,No,25-28,0-7
3192,Female,Yes,Yes,Yes,No,Monthly,No,29.0,347.4766244291207,1,3,0.0,0.0735318270008015,No,29-32,0-7
3193,Male,Yes,No,No,No,Monthly,No,28.0,37.133889861926185,1,4,0.6446670965069963,0.5630175891024572,No,25-28,0-7
3194,Male,Yes,No,No,Yes,Monthly,No,27.0,373.69665012264016,1,3,2.66375416288722,2.617758568436808,No,25-28,0-7
3195,Female,Yes,Yes,Yes,No,Semi-Annually,No,25.0,221.0165363585588,5,11,4.189935757338596,4.112302107310101,No,25-28,8-15
3196,Female,Yes,No,No,Yes,Semi-Annually,Yes,30.0,115.76395675061,6,1,3.238065120191944,3.340597972134382,No,29-32,0-7
3197,Female,Yes,No,No,Yes,Semi-Annually,Yes,36.0,184.7275893696425,6,4,2.77318654848778,2.88072822166314,No,33-37,0-7
3198,Male,Yes,No,Yes,Yes,Annually,No,32.0,96.8778279807333,11,0,1.6355156702923832,1.7566272038702082,No,29-32,0-7
3199,Female,Yes,Yes,No,Yes,Annually,No,32.0,155.69039514242868,11,1,2.0666053460326594,2.1299908747433114,No,29-32,0-7
3200,Female,Yes,No,No,Yes,Monthly,Yes,26.0,46.8816463551746,1,1,1.33058660471976,2.30162877543228,Yes,25-28,0-7
3201,Female,Yes,Yes,No,Yes,Annually,No,23.0,112.06578405969204,12,4,2.029896654954061,1.884602977188074,No,21-24,0-7
3202,Female,No,Yes,No,Yes,Monthly,No,28.0,182.8335865538585,1,3,1.0887888021305865,0.1431245785353502,Yes,25-28,0-7
3203,Male,Yes,No,No,Yes,Annually,Yes,33.0,220.2483412893764,10,3,2.168651413431625,2.4284554241319705,No,33-37,0-7
3204,Male,Yes,No,No,Yes,Monthly,No,34.0,254.1477487038254,1,2,1.2837492625792253,1.1469424561045078,No,33-37,0-7
3205,Male,Yes,No,No,Yes,Monthly,No,23.0,87.04726534641478,1,0,2.0476690233459185,1.111466017240918,Yes,21-24,0-7
3206,Male,No,Yes,No,No,Monthly,No,33.0,181.72106467836244,1,5,2.079161150839295,2.1177217408984563,No,33-37,0-7
3207,Male,Yes,No,Yes,Yes,Monthly,No,25.0,226.61709089768232,1,0,0.1530703206985866,0.0,Yes,25-28,0-7
3208,Male,Yes,Yes,Yes,Yes,Annually,No,26.0,218.2067708828048,9,12,1.9264750389365468,1.98287189003692,No,25-28,8-15
3209,Male,No,Yes,No,Yes,Annually,No,27.0,65.96071362808406,11,2,1.1204629901243106,1.2086633962353188,No,25-28,0-7
3210,Male,Yes,No,No,Yes,Monthly,No,26.0,42.631634858158186,1,1,1.7571677625838733,1.4396342734983572,Yes,25-28,0-7
3211,Female,Yes,Yes,No,Yes,Semi-Annually,No,29.0,50.5206112942493,5,11,0.239958274833147,0.3340948201491426,No,29-32,8-15
3212,Male,Yes,Yes,No,Yes,Monthly,No,25.0,209.0099382833044,1,1,3.438155551591577,3.4625618237236946,No,25-28,0-7
3213,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,30.0,110.60719017196251,6,4,2.0607868626479475,1.8991976801617951,No,29-32,0-7
3214,Female,Yes,Yes,Yes,Yes,Annually,Yes,35.0,231.25148642944697,12,1,2.3198399988122973,2.4362903782742955,No,33-37,0-7
3215,Female,Yes,Yes,No,No,Annually,Yes,29.0,154.66267019173418,12,2,3.02367160490216,2.910868042092424,No,29-32,0-7
3216,Female,Yes,Yes,Yes,Yes,Monthly,Yes,29.0,23.59773876820916,1,12,2.2833086964080693,2.1676221695692584,No,29-32,8-15
3217,Female,Yes,No,No,Yes,Annually,Yes,26.0,129.75202384914837,12,18,0.1951293570736805,0.2572943556886992,No,25-28,16-23
3218,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,31.0,66.25946303488044,5,7,3.3589803105560714,3.3466497902066736,No,29-32,0-7
3219,Female,Yes,No,Yes,Yes,Monthly,No,25.0,248.09034500920583,1,4,0.5640620567643199,0.482753308310815,No,25-28,0-7
3220,Male,No,Yes,No,Yes,Monthly,Yes,27.0,72.6199236434882,1,2,0.5189579659381715,0.8399439917517977,Yes,25-28,0-7
3221,Female,Yes,No,No,No,Monthly,No,34.0,88.65325999456734,1,5,0.0,0.1503259643365075,No,33-37,0-7
3222,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,31.0,30.383699633993345,6,6,1.0649592496649438,1.0526618021952892,No,29-32,0-7
3223,Female,Yes,No,No,Yes,Semi-Annually,Yes,28.0,87.07362077534418,6,3,1.6929201164505736,1.634766448303734,No,25-28,0-7
3224,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,36.0,165.19709726665874,6,2,2.747704377246359,2.9186271701432496,No,33-37,0-7
3225,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,31.0,225.14273861142945,5,4,1.9410500368754389,2.087174850392847,No,29-32,0-7
3226,Female,Yes,Yes,Yes,No,Annually,Yes,27.0,215.2804569557356,12,1,2.20401426368777,2.3121743339643706,No,25-28,0-7
3227,Male,Yes,Yes,No,No,Monthly,No,32.0,49.11450659978436,1,2,2.159024385591522,2.1206197660012607,No,29-32,0-7
3228,Female,Yes,Yes,No,Yes,Monthly,Yes,26.0,24.39244683257388,1,1,1.3990845761747974,0.8543280030357805,Yes,25-28,0-7
3229,Male,Yes,Yes,Yes,No,Annually,Yes,28.0,100.40590664803464,10,3,1.1508199184372914,1.154683076817441,No,25-28,0-7
3230,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,268.09749330459226,12,3,2.256585929475788,2.3037060305863823,No,29-32,0-7
3231,Male,Yes,No,No,Yes,Monthly,No,33.0,148.41227395490984,1,4,3.680794076109901,3.673219145922413,No,33-37,0-7
3232,Female,Yes,No,No,Yes,Semi-Annually,No,33.0,44.28587572770049,6,8,2.6660281500067984,2.6540282043127053,No,33-37,8-15
3233,Female,Yes,No,No,Yes,Monthly,No,29.0,172.76532280713425,1,1,1.4323521890577144,0.8004160547605503,Yes,29-32,0-7
3234,Male,No,No,No,Yes,Monthly,No,31.0,59.989137053215245,1,2,1.2824074797425435,1.3343472917297117,No,29-32,0-7
3235,Female,Yes,Yes,Yes,Yes,Annually,Yes,32.0,189.54338123925373,12,9,2.3925060220162937,2.465889002479801,No,29-32,8-15
3236,Male,Yes,No,No,Yes,Monthly,Yes,28.0,36.21724356957984,1,0,1.84970410354444,0.95170539838541,Yes,25-28,0-7
3237,Female,No,No,No,Yes,Monthly,No,27.0,180.3748297782473,1,0,0.9449279602181327,0.4213374387340162,Yes,25-28,0-7
3238,Female,Yes,No,No,Yes,Monthly,Yes,25.0,137.02392226061514,1,6,2.249212003633437,2.189967452779776,No,25-28,0-7
3239,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,31.0,190.4271570692275,6,4,1.2044397887331515,1.0730368229104952,No,29-32,0-7
3240,Female,Yes,No,No,Yes,Monthly,Yes,37.0,310.4635781432829,1,1,0.3242601293222539,0.420895460438815,No,,0-7
3241,Female,Yes,No,No,Yes,Monthly,No,34.0,121.21693882663963,1,1,1.7235899189898445,1.6592956754227424,No,33-37,0-7
3242,Male,Yes,Yes,Yes,Yes,Annually,No,27.0,341.5808309351034,12,4,1.8409579981473607,1.7907373815086425,No,25-28,0-7
3243,Male,Yes,No,No,Yes,Monthly,Yes,26.0,258.0972448369472,1,8,3.730467378892389,3.9074178734298814,No,25-28,8-15
3244,Female,Yes,Yes,No,No,Monthly,No,25.0,252.73277124561287,1,0,1.0161343283796844,0.4759805878479966,Yes,25-28,0-7
3245,Male,Yes,No,No,Yes,Monthly,No,27.0,3.6504302587599895,1,13,3.310754157262393,3.44112864107444,No,25-28,8-15
3246,Male,Yes,No,No,Yes,Monthly,No,31.0,62.4533939267514,1,2,3.3715424834875254,3.3456332634764854,No,29-32,0-7
3247,Female,Yes,No,No,No,Monthly,Yes,26.0,143.57029669280752,1,0,1.5065101032772192,0.0846105945482915,Yes,25-28,0-7
3248,Female,Yes,Yes,Yes,Yes,Annually,No,30.0,166.68704205761716,12,1,3.512903455899858,3.389524731204468,No,29-32,0-7
3249,Male,Yes,No,No,Yes,Monthly,Yes,34.0,5.268790190660567,1,6,2.8887437588432365,2.8968013174624936,No,33-37,0-7
3250,Male,Yes,No,Yes,Yes,Monthly,No,27.0,92.62511215974644,1,0,1.858157612405908,1.4989929329547749,Yes,25-28,0-7
3251,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,26.0,172.1971526989524,6,2,1.7540920553644008,1.8525380093722907,No,25-28,0-7
3252,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,27.0,15.562016131770058,4,17,2.7781831148351754,2.7111698144648724,No,25-28,16-23
3253,Female,Yes,No,No,Yes,Monthly,Yes,28.0,56.97521475622914,1,0,0.7760247088729789,0.7173857597664269,Yes,25-28,0-7
3254,Male,Yes,Yes,No,Yes,Annually,No,26.0,273.9253400681991,12,3,3.4805223813425625,3.5252907917531315,No,25-28,0-7
3255,Male,Yes,No,No,Yes,Semi-Annually,No,31.0,188.4395472220621,5,6,3.07261033240532,3.1154169432785817,No,29-32,0-7
3256,Male,Yes,Yes,Yes,Yes,Monthly,No,25.0,6.287999824087121,1,1,0.7402368605987536,0.0,Yes,25-28,0-7
3257,Male,Yes,Yes,No,Yes,Monthly,No,29.0,42.40819239136575,1,2,2.9894692521111965,3.0383922500118103,No,29-32,0-7
3258,Male,Yes,No,No,Yes,Monthly,No,31.0,115.36582155789505,1,3,1.82345937792294,0.4556341767301499,Yes,29-32,0-7
